dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.829903792750932,0.061343803364482204,0.0796033833570545,0.8299704560140457
noxij,400748,0.5881452341501622,0.06183788318297842,0.08774840835640287,0.6071631067409538
