role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.8969335656416048,0.05912597381676129,0.07943074832626408,0.901102548631674
expert,1,488942,0.8418391214464812,0.06396659198526848,0.0864949052259225,0.8449178811679596
