group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.2366780186818597,0.40406188539416465,0.6624067764183954,0.6549597527010069
overall,social,17295,-0.040366293553638195,0.022743170223423488,0.030192327089069642,0.03902862098872507
