role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.2366780186818597,0.40406188539416465,0.6624067764183954,0.6549597527010069
purple,social,17295,-0.040366293553638195,0.022743170223423488,0.030192327089069642,0.03902862098872507
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
