role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,288569,0.5501053819115957,0.07025847128934828,0.08995814567424351,0.5514768090958189
expert,1,288569,0.7281681274112374,0.08101403969319855,0.10342673662252963,0.7349208776908328
