group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,384143,0.303265298117129,0.49028583141768756,0.6420475054933573,0.5965903322460646
overall,social,384143,0.3081119528586377,0.41044530479836083,0.6849089711885317,0.6677877769476471
