group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.20920769652333548,0.3721797347007909,0.5378421362253595,0.5507853791517534
overall,social,184616,0.3434182232808181,0.3875835434304203,0.5917642487039017,0.5744572518091606
