domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,prob_uniform,combined,task,215692,0.3518308381248041,0.6331018303877751,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CC,prob_uniform,combined,social,184616,0.3789935157253189,0.6197946006846644,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
