dataset,n_frames,ccc,mae,rmse,pearson
noxi,403756,-0.05270900220449994,0.855339440104548,1.0210182556778211,-0.31747387261787524
noxij,247800,-0.013307585488961476,0.9920733735941747,1.1646110135240677,-0.11833437379613054
