epoch,train_loss,val_organizer_score,best_epoch,best_val_organizer_score,stale_epochs,train_seconds,val_seconds,epoch_seconds
1,1.9182865619659424,0.06771501976830117,1,0.06771501976830117,0,13.144980101002147,6.602071269007865,19.75653969598352
2,1.489964485168457,0.24119012777990068,2,0.24119012777990068,0,13.325040328985779,6.356977067014668,19.689645890990505
3,1.2867212295532227,0.2019839851595316,2,0.24119012777990068,1,13.319576715992298,6.34696292001172,19.666678383975523
4,1.2308346033096313,0.05736881330926217,2,0.24119012777990068,2,13.467730275995564,6.347400385013316,19.81527936301427
5,1.2080481052398682,0.15355225251420349,2,0.24119012777990068,3,12.813238372997148,6.438878817978548,19.252261396992253
6,1.227411150932312,0.277994319243496,6,0.277994319243496,0,12.431373036990408,6.482422347995453,18.921474456001306
7,1.1645640134811401,0.24345516418577634,6,0.277994319243496,1,12.9184287719836,6.448129163007252,19.366700077982387
8,1.0373363494873047,0.06191745398989324,6,0.277994319243496,2,13.513807156006806,6.422729391983012,19.936734645976685
9,1.125386118888855,0.2600620108751765,6,0.277994319243496,3,13.354839776991867,6.397431200981373,19.75243366099312
10,1.0197886228561401,0.08394820830339354,6,0.277994319243496,4,13.393761180021102,6.381877842999529,19.775790699990466
11,1.008668065071106,0.019274885176089274,6,0.277994319243496,5,13.838397324987454,6.416624891979154,20.25520263600629
12,1.0016424655914307,0.12563257885334322,6,0.277994319243496,6,13.53377749302308,6.381905915011885,19.91584098301246
