role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.1644910420844202,0.33241332887246117,0.4926937052486283,0.4320539895326416
purple,social,17295,0.13500330845215538,0.1904685735019019,0.36212731448600227,0.32812951720150335
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
