role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,104317,0.4049310865706299,0.5184526401352327,0.6492435443585118,0.642618173452074
purple,social,90804,0.32611290916371155,0.46650036594897504,0.5528810456978958,0.520703933747412
yellow,task,111375,0.43946943488990314,0.4925568921490687,0.6614621515923658,0.6360224466891133
yellow,social,93812,0.3673708795192741,0.41852170049539705,0.6099580222427914,0.5807679188163561
