domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.43108782886594565,0.5116740332049168,0.6533893222308867,0.6392123954527753
CC,social,184616,0.3467286999282731,0.4420402859330544,0.5804604865732631,0.551225245915847
