epoch,train_loss,val_organizer_score,best_epoch,best_val_organizer_score,stale_epochs,train_seconds,val_seconds,epoch_seconds
1,2.183131456375122,0.07228120587625712,1,0.07228120587625712,0,32.53371630102629,14.004808094992768,46.55210618203273
2,1.4427614212036133,0.1280570844615835,2,0.1280570844615835,0,32.30422985000769,13.9981254870072,46.31361203402048
3,1.1031888723373413,0.23790813932815438,3,0.23790813932815438,0,33.32362970203394,13.805387920991052,47.141011426982004
4,0.9655580520629883,0.32089647823764345,4,0.32089647823764345,0,34.376726694987155,13.59512623399496,47.984226697008125
5,0.8321332931518555,0.21729776255041933,4,0.32089647823764345,1,30.28211494500283,13.940168365952559,44.22244362300262
6,0.8162863850593567,0.2990096256418372,4,0.32089647823764345,2,31.664563108002767,13.530858675949275,45.19566460099304
7,0.7633575797080994,0.34131737668261614,7,0.34131737668261614,0,31.486939883965533,14.094779809995089,45.59374958102126
8,0.9140728712081909,0.23492115085040044,7,0.34131737668261614,1,33.11130127403885,13.828476122987922,46.94002456101589
9,0.8114660978317261,0.27555577173393325,7,0.34131737668261614,2,33.159481014998164,13.903554579999764,47.06323131202953
10,0.6927639245986938,0.3284752593610408,7,0.34131737668261614,3,30.471843018953223,13.694684677990153,44.16675497998949
11,0.914339005947113,0.18329827312451355,7,0.34131737668261614,4,31.728055833023973,13.742110599006992,45.47038534400053
12,0.6703011989593506,0.38956594059251953,12,0.38956594059251953,0,30.71390028501628,13.889249049010687,44.6134850900271
13,0.9000611901283264,0.2769133541113134,12,0.38956594059251953,1,29.03018158202758,13.691500100016128,42.72190531005617
14,0.8012593388557434,0.2432337739266225,12,0.38956594059251953,2,30.020862810022663,13.680303079017904,43.70135432301322
15,0.7785606980323792,0.3068165338923195,12,0.38956594059251953,3,30.428605185006745,13.817870250029955,44.246658152958844
16,0.5411896705627441,0.15336595288746416,12,0.38956594059251953,4,28.07611048402032,12.847720295016188,40.924175331019796
17,0.7086881399154663,0.3920948011675274,17,0.3920948011675274,0,28.695106257975567,12.798653389967512,41.50609199295286
18,0.6575829386711121,0.1534649292847429,17,0.3920948011675274,1,28.029222595039755,12.936052859004121,40.96549941296689
19,0.6824029684066772,0.07252955892175042,17,0.3920948011675274,2,29.172494687954895,12.84631710301619,42.01898206904298
20,0.6140709519386292,0.167337129833405,17,0.3920948011675274,3,28.272569713997655,12.801266163005494,41.07406556297792
21,0.569290041923523,0.3411294465648221,17,0.3920948011675274,4,28.835560366977006,12.851170073030517,41.68691269599367
22,0.5043426752090454,0.10907100493102072,17,0.3920948011675274,5,28.995683799963444,13.059782347991131,42.05566348799039
23,0.5633414387702942,0.14705681234062393,17,0.3920948011675274,6,29.29209467099281,12.676274263998494,41.96851832099492
