session_id,n_frames,class3_support,predicted_class3,precision,recall,tp,fp,fn,mean_score_true3,mean_score_not3
018,8954,436,8738,0.0498970016021973,1.0,436,8302,0,8.396801006916647e-08,6.0888596873523685e-06
019,6508,0,6493,0.0,nan,0,6493,0,nan,1.2873798662085266e-06
026,345,0,321,0.0,nan,0,321,0,nan,8.919570565913714e-09
059,1488,1016,1482,0.6815114709851552,0.9940944881889764,1010,472,6,3.0849543474057856e-08,7.825672715768098e-08
