heldout_session,heldout_split,heldout_rows,heldout_positive,train_rows_available,train_positive_available,fit_rows,fit_positive,average_precision,roc_auc,positive_score_mean,negative_score_mean,best_threshold,best_precision,best_recall,best_f1,best_tp,best_fp,best_fn,best_predicted_positive
032,train,25491,51,375947,2113,52113,2113,0.10021847390948621,0.989086200517943,0.991479222510008,0.3355711433630454,0.996917507949101,0.14056224899598393,0.6862745098039216,0.23333333333333334,35,214,16,249
045,train,35007,100,366431,2064,52064,2064,0.0014444009968102025,0.0005099263757985251,7.580354494469415e-09,0.21046578610605216,1.8132928744565207e-30,0.00285657154283429,1.0,0.00569686957017119,100,34907,0,35007
047,train,31599,561,369839,1603,51603,1603,0.8234676000832083,0.9984436305378755,0.9978944002048715,0.3657934701803597,0.9938190592075572,0.8991735537190083,0.9696969696969697,0.9331046312178388,544,61,17,605
018,val,8954,436,392484,1728,51728,1728,0.03542304498277035,0.3796848982510862,0.010968573828293488,0.08884703973658892,2.7100667250573017e-15,0.04973010221660733,0.9931192660550459,0.0947172700426556,433,8274,3,8707
059,val,1488,1016,399950,1148,51148,1148,0.5922626571358032,0.2964683704791139,0.016503706734019335,0.02942736164196963,1.615995198863024e-11,0.6827956989247311,1.0,0.8115015974440895,1016,472,0,1488
