domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.37372263750350554,0.43511068134895403,0.6094778421630488,0.6007965061291101
CC,social,184616,-0.008674496158088282,0.13159666134869713,0.23188668283864322,0.1874052086493045
