role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.9018743998069467,0.05766470676709746,0.07817957055146703,0.903651465653767
expert,1,488942,0.8135733218132929,0.06883007754961468,0.09133018442790818,0.8276353545322046
