dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.7787004266614059,0.06877436578445259,0.08900261456360176,0.7862236642780812
noxij,400748,0.6440433683002289,0.05528773808479651,0.07890468997048204,0.6578416345985983
