group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.16555987320644672,0.330646182989759,0.47715310632422014,0.4206684418327059
overall,social,17295,0.10455869705022071,0.1599729605470903,0.23548535450017097,0.28216247470367156
