domain,mode,feature,head,n_frames,kappa,accuracy
CC,best_single,visual_videomae,task,215692,0.3197786252270702,0.5590981584852475
CC,best_single,visual_videomae,social,184616,0.27023160920948364,0.521027429908567
CC,best_single,audio_w2vbert2,task,215692,0.20920769652333548,0.5507853791517534
CC,best_single,audio_w2vbert2,social,184616,0.3434182232808181,0.5744572518091606
CC,best_single,text_xlm_roberta,task,215692,0.19442316341254,0.5124761233610889
CC,best_single,text_xlm_roberta,social,184616,0.19369418138527159,0.4975245915846947
