domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,two_head,combined,task,215692,0.4189248293825662,0.6442195352632457,"{""task"": [0.7, 0.0, 0.3]}"
CC,two_head,combined,social,184616,0.2219157619253238,0.49399293669021105,"{""social"": [0.7, 0.15, 0.15]}"
