epoch,train_loss,val_organizer_score,best_epoch,best_val_organizer_score,stale_epochs,train_seconds,val_seconds,epoch_seconds
1,2.0561327934265137,0.09691157306708609,1,0.09691157306708609,0,145.77783250500215,49.93860532999679,195.74327259899292
2,1.4820269346237183,0.13198437961423243,2,0.13198437961423243,0,149.80624361800437,56.168618747993605,205.99850815799437
3,1.2972732782363892,0.23201108265109927,3,0.23201108265109927,0,148.42549138498725,69.85791799699655,218.31739987399487
4,1.173330545425415,0.20426665460265458,3,0.23201108265109927,1,162.09078984499502,67.60208163601055,229.69707308599027
5,1.1564778089523315,0.18721265585203153,3,0.23201108265109927,2,141.9382878500037,62.81699661001039,204.75876787000743
6,1.1452330350875854,0.22842928592840747,3,0.23201108265109927,3,154.52408620799542,62.93648821199895,217.46340685999894
7,1.0182651281356812,0.24460557527757443,7,0.24460557527757443,0,119.56189930000983,43.1207271960011,162.70818223900278
8,0.942653238773346,0.2274740281145988,7,0.24460557527757443,1,147.84728783500032,65.9614845909964,213.8122016020061
9,0.9340421557426453,0.28427023390637157,9,0.28427023390637157,0,154.45751588899293,45.66458029199566,200.1494882029947
10,0.8757718205451965,0.28448122741558507,9,0.28427023390637157,1,152.19961787799548,68.80715573299676,221.00979152000218
11,0.8169617056846619,0.31675147981673885,11,0.31675147981673885,0,154.2074776829977,61.28383436700096,215.5180383750121
12,0.9803348779678345,0.17736122406406013,11,0.31675147981673885,1,142.75010660800035,44.7237045350048,187.47650267499557
13,0.8628144264221191,0.27850724551327694,11,0.31675147981673885,2,215.07468393800082,46.17744367799605,261.25611858299817
14,0.8437118530273438,0.24679699259499022,11,0.31675147981673885,3,211.31743158200698,60.7157866100024,272.0360673020041
15,0.7606441378593445,0.33058256108490314,15,0.33058256108490314,0,164.09874428799958,53.23631483099598,217.35808851898764
16,0.7720268368721008,0.2585349262415536,15,0.33058256108490314,1,254.276608072003,55.11217823800689,309.39256575699255
