domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.33058256108490314,0.39922257252746773,0.5730793086805738,0.5644298351352856
CC,social,184616,-0.0021211533221193774,0.10280443315583213,0.1706589417056796,0.14314577284742383
