role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.9123280262302387,0.05913935927846794,0.07870524591225288,0.9148587866161595
expert,1,488942,0.8784871851842573,0.06206514418462385,0.08209842373234988,0.8822910937095451
