epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc,stale_epochs
1,0.4081198731020315,0.8407197547292634,0.0861673495940095,0.10859640225279209,0.8623073207257432,1,0.8407197547292634,0
2,0.18699025907623235,0.8276782783932803,0.08923560818209302,0.11075233435217263,0.8839756900514002,1,0.8407197547292634,1
3,0.1586303239438071,0.8304620326959967,0.08876198907696936,0.10886077366344511,0.900425260581829,1,0.8407197547292634,2
4,0.15393959919908154,0.8749543254015968,0.0679013910743216,0.08954076679099515,0.8760802753050214,4,0.8749543254015968,0
5,0.1342403611807681,0.8040130057205318,0.10228765728843789,0.12384823199806838,0.895749949863165,4,0.8749543254015968,1
6,0.12782683857341312,0.8927727990641002,0.060737971311969945,0.07938675140786386,0.8982701335607326,6,0.8927727990641002,0
7,0.1250687936571107,0.8857897331303217,0.06512493390690464,0.08490649348337641,0.8955154431931875,6,0.8927727990641002,1
8,0.11597852342164339,0.8922515267189123,0.06605028263576085,0.0850543892197317,0.9099489402250713,6,0.8927727990641002,2
9,0.11124473665632419,0.8603642115539325,0.07325702962186204,0.09116637389062542,0.8915813021723139,6,0.8927727990641002,3
10,0.10344190439626352,0.8778247738799639,0.06645760143513021,0.0857525413678724,0.8986072384173053,6,0.8927727990641002,4
11,0.0985727141152567,0.9064812732732547,0.060602251731545896,0.08041973300578865,0.9086490150976546,11,0.9064812732732547,0
12,0.09879333047724481,0.9035927664741366,0.05724275334993433,0.0759797328303833,0.9070121404089901,11,0.9064812732732547,1
13,0.0887777733046617,0.8866930177381039,0.06635083810087829,0.08408427081445305,0.9059822537810218,11,0.9064812732732547,2
14,0.08968554148033483,0.8732899966309402,0.06754249868415253,0.08472532777988238,0.9015943817621588,11,0.9064812732732547,3
15,0.09114359452653287,0.862283387936981,0.07272566003035406,0.09149768063256379,0.8937921204074455,11,0.9064812732732547,4
16,0.08570472106559952,0.8372339318524814,0.07960543888175854,0.09854473076004698,0.8917099846928324,11,0.9064812732732547,5
17,0.0819981684213254,0.8908233569310166,0.06218957703207192,0.08213173468153434,0.8983510857345296,11,0.9064812732732547,6
