role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,801503,0.5441898103694814,0.5945279302611416,0.7539264553313355,0.7347358649936432
purple,social,790873,0.5543577139496472,0.6112917375981797,0.71226385053471,0.6959954379527433
yellow,task,802313,0.5414550692527329,0.608590663738217,0.7417263094794074,0.7269806172902595
yellow,social,792261,0.6014133962127589,0.6585329350980385,0.7260383201807861,0.7132245560490797
