role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.9125388179750276,0.05543671503905333,0.07381249160371663,0.9137267208750137
expert,1,488942,0.8658003843721787,0.058923145761233094,0.07677547222486729,0.8774031705663546
