group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.38453546851655324,0.5100797729085357,0.6128892455179732,0.5882693841218033
overall,social,184616,0.3230605962767158,0.42295677120316266,0.5782887528289448,0.5789422368592104
