dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.7839598140244988,0.07176349388601731,0.090632344658677,0.7914844174475971
noxij,400748,0.5588571181826318,0.07363805303552684,0.09665324220820608,0.5914438390284819
