domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,task,384143,0.3847619573272887,0.5396484469053646,0.7320451975756387,0.7044954613256001
CR,social,384143,0.34348772316917475,0.46812605758724846,0.7036688098109817,0.6964854233970162
