group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,384143,0.4201332988172496,0.5915543147492305,0.7137344778364322,0.671471301051952
overall,social,384143,0.5132324389007312,0.4340005316940279,0.7725442232588131,0.7173917004865376
