domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,task,65346,0.2197066600373214,0.33668608530328425,0.6698166410309061,0.692835062589906
CR,social,17295,-0.03481817363372861,0.024647002736179452,0.016227527147464532,0.03255276091355883
