dataset,n_frames,ccc,mae,rmse,pearson
noxi,403756,0.13586026669773518,0.35865392240276456,0.4830687894328302,0.25387782190309116
noxij,247800,0.013688432646229445,0.4359606020731138,0.6289012534389196,0.036944606036873495
