dataset,session_id,role,frame_idx,time_seconds,session_phase_decile,gate
noxi,046,expert,15500,620.0,5,0.3349417448043823
noxi,046,novice,15375,615.0,5,0.6383150219917297
noxi,046,novice,15625,625.0,5,0.7500032782554626
noxi,046,expert,15375,615.0,5,0.42086467146873474
noxi,046,expert,15625,625.0,5,0.3464219272136688
noxi,046,novice,15500,620.0,5,0.6649633049964905
noxi,046,novice,15750,630.0,5,0.8112198114395142
noxi,046,expert,15500,620.0,5,0.4143540561199188
noxi,046,expert,15750,630.0,5,0.3566809296607971
noxi,046,novice,15625,625.0,5,0.6159294247627258
noxi,046,novice,15875,635.0,5,0.7593446969985962
noxi,046,expert,15625,625.0,5,0.428057998418808
noxi,046,expert,15875,635.0,5,0.3827526271343231
noxi,046,novice,15750,630.0,5,0.679600715637207
noxi,046,novice,16000,640.0,6,0.750530481338501
noxi,046,expert,15750,630.0,5,0.46584755182266235
noxi,046,expert,16000,640.0,6,0.41850242018699646
noxi,046,novice,15875,635.0,5,0.6600190997123718
noxi,046,novice,16125,645.0,6,0.724922239780426
noxi,046,expert,15875,635.0,5,0.47737666964530945
noxi,046,expert,16125,645.0,6,0.3796873688697815
noxi,046,novice,16000,640.0,6,0.6640468239784241
noxi,046,novice,16250,650.0,6,0.7827540636062622
noxi,046,expert,16000,640.0,6,0.4961128830909729
noxi,046,expert,16250,650.0,6,0.34003740549087524
noxi,046,novice,16125,645.0,6,0.6295106410980225
noxi,046,novice,16375,655.0,6,0.7486633658409119
noxi,046,expert,16125,645.0,6,0.5325260162353516
noxi,046,expert,16375,655.0,6,0.32877296209335327
noxi,046,novice,16250,650.0,6,0.6666457056999207
noxi,046,novice,16500,660.0,6,0.7518028020858765
noxi,046,expert,16250,650.0,6,0.4663289785385132
noxi,046,expert,16500,660.0,6,0.367025762796402
noxi,046,novice,16375,655.0,6,0.5924999117851257
noxi,046,novice,16625,665.0,6,0.74522864818573
noxi,046,expert,16375,655.0,6,0.4323353171348572
noxi,046,expert,16625,665.0,6,0.40377283096313477
noxi,046,novice,16500,660.0,6,0.6542354226112366
noxi,046,novice,16750,670.0,6,0.7606291770935059
noxi,046,expert,16500,660.0,6,0.4914594888687134
noxi,046,expert,16750,670.0,6,0.34373241662979126
noxi,046,novice,16625,665.0,6,0.6649011373519897
noxi,046,novice,16875,675.0,6,0.7697156071662903
noxi,046,expert,16625,665.0,6,0.445980429649353
noxi,046,expert,16875,675.0,6,0.3321291208267212
noxi,046,novice,16750,670.0,6,0.6539683938026428
noxi,046,novice,17000,680.0,6,0.7669775485992432
noxi,046,expert,16750,670.0,6,0.47785478830337524
noxi,046,expert,17000,680.0,6,0.36830392479896545
noxi,046,novice,16875,675.0,6,0.6328564882278442
noxi,046,novice,17125,685.0,6,0.733245849609375
noxi,046,expert,16875,675.0,6,0.42641541361808777
noxi,046,expert,17125,685.0,6,0.2667199671268463
noxi,046,novice,17000,680.0,6,0.6548423767089844
noxi,046,novice,17250,690.0,6,0.7225452661514282
noxi,046,expert,17000,680.0,6,0.5467026829719543
noxi,046,expert,17250,690.0,6,0.3318793773651123
noxi,046,novice,17125,685.0,6,0.6310444474220276
noxi,046,novice,17375,695.0,6,0.7813929319381714
noxi,046,expert,17125,685.0,6,0.40494048595428467
noxi,046,expert,17375,695.0,6,0.3032560348510742
noxi,046,novice,17250,690.0,6,0.6219172477722168
noxi,046,novice,17500,700.0,6,0.7711504101753235
noxi,046,expert,17250,690.0,6,0.4500246047973633
noxi,046,expert,17500,700.0,6,0.41846898198127747
noxi,046,novice,17375,695.0,6,0.6812377572059631
noxi,046,novice,17625,705.0,6,0.7637998461723328
noxi,046,expert,17375,695.0,6,0.44437137246131897
noxi,046,expert,17625,705.0,6,0.28394535183906555
noxi,046,novice,17500,700.0,6,0.6730402708053589
noxi,046,novice,17750,710.0,6,0.7582752704620361
noxi,046,expert,17500,700.0,6,0.55455482006073
noxi,046,expert,17750,710.0,6,0.368405818939209
noxi,046,novice,17625,705.0,6,0.6362745761871338
noxi,046,novice,17875,715.0,6,0.8356438875198364
noxi,046,expert,17625,705.0,6,0.5444266200065613
noxi,046,expert,17875,715.0,6,0.35752299427986145
noxi,046,novice,17750,710.0,6,0.6516105532646179
noxi,046,novice,18000,720.0,6,0.7271015048027039
noxi,046,expert,17750,710.0,6,0.46620669960975647
noxi,046,expert,18000,720.0,6,0.2850554883480072
noxi,046,novice,17875,715.0,6,0.7285518646240234
noxi,046,novice,18125,725.0,6,0.6043163537979126
noxi,046,expert,17875,715.0,6,0.4740912616252899
noxi,046,expert,18125,725.0,6,0.4221207797527313
noxi,046,novice,18000,720.0,6,0.595323920249939
noxi,046,novice,18250,730.0,6,0.7600793242454529
noxi,046,expert,18000,720.0,6,0.43401584029197693
noxi,046,expert,18250,730.0,6,0.351015567779541
noxi,046,novice,18125,725.0,6,0.5316577553749084
noxi,046,novice,18375,735.0,6,0.7597718834877014
noxi,046,expert,18125,725.0,6,0.4566878080368042
noxi,046,expert,18375,735.0,6,0.3111174404621124
noxi,046,novice,18250,730.0,6,0.6584193110466003
noxi,046,novice,18500,740.0,6,0.7986587285995483
noxi,046,expert,18250,730.0,6,0.5151353478431702
noxi,046,expert,18500,740.0,6,0.38862138986587524
noxi,046,novice,18375,735.0,6,0.6219493746757507
noxi,046,novice,18625,745.0,7,0.7926232814788818
noxi,046,expert,18375,735.0,6,0.45917272567749023
noxi,046,expert,18625,745.0,7,0.35968753695487976
noxi,046,novice,18500,740.0,6,0.6961750984191895
noxi,046,novice,18750,750.0,7,0.7530314922332764
noxi,046,expert,18500,740.0,6,0.5045506954193115
noxi,046,expert,18750,750.0,7,0.32836320996284485
noxi,046,novice,18625,745.0,7,0.6977425217628479
noxi,046,novice,18875,755.0,7,0.7727635502815247
noxi,046,expert,18625,745.0,7,0.5109867453575134
noxi,046,expert,18875,755.0,7,0.3800663352012634
noxi,046,novice,18750,750.0,7,0.6525779962539673
noxi,046,novice,19000,760.0,7,0.7134392857551575
noxi,046,expert,18750,750.0,7,0.46704965829849243
noxi,046,expert,19000,760.0,7,0.32420459389686584
noxi,046,novice,18875,755.0,7,0.6643571853637695
noxi,046,novice,19125,765.0,7,0.6991064548492432
noxi,046,expert,18875,755.0,7,0.4949257969856262
noxi,046,expert,19125,765.0,7,0.2312738001346588
noxi,046,novice,19000,760.0,7,0.6467669010162354
noxi,046,novice,19250,770.0,7,0.6890313625335693
noxi,046,expert,19000,760.0,7,0.4471839666366577
noxi,046,expert,19250,770.0,7,0.348654568195343
noxi,046,novice,19125,765.0,7,0.6453890204429626
noxi,046,novice,19375,775.0,7,0.6956759095191956
noxi,046,expert,19125,765.0,7,0.40017426013946533
noxi,046,expert,19375,775.0,7,0.3723582923412323
noxi,046,novice,19250,770.0,7,0.660382091999054
noxi,046,novice,19500,780.0,7,0.7425957322120667
noxi,046,expert,19250,770.0,7,0.4875362813472748
noxi,046,expert,19500,780.0,7,0.39597633481025696
noxi,046,novice,19375,775.0,7,0.6410602331161499
noxi,046,novice,19625,785.0,7,0.7494823336601257
noxi,046,expert,19375,775.0,7,0.4588744640350342
noxi,046,expert,19625,785.0,7,0.32240045070648193
noxi,046,novice,19500,780.0,7,0.6095302104949951
noxi,046,novice,19750,790.0,7,0.7688784003257751
noxi,046,expert,19500,780.0,7,0.5146408081054688
noxi,046,expert,19750,790.0,7,0.45713818073272705
noxi,046,novice,19625,785.0,7,0.6465210318565369
noxi,046,novice,19875,795.0,7,0.6034998297691345
noxi,046,expert,19625,785.0,7,0.47865021228790283
noxi,046,expert,19875,795.0,7,0.36845043301582336
noxi,046,novice,19750,790.0,7,0.6479322910308838
noxi,046,novice,20000,800.0,7,0.6111896634101868
noxi,046,expert,19750,790.0,7,0.5632429122924805
noxi,046,expert,20000,800.0,7,0.46070972084999084
noxi,046,novice,19875,795.0,7,0.6249892115592957
noxi,046,novice,20125,805.0,7,0.743292510509491
noxi,046,expert,19875,795.0,7,0.48593249917030334
noxi,046,expert,20125,805.0,7,0.5136340260505676
noxi,046,novice,20000,800.0,7,0.6087750792503357
noxi,046,novice,20250,810.0,7,0.7373577356338501
noxi,046,expert,20000,800.0,7,0.5332763195037842
noxi,046,expert,20250,810.0,7,0.42943933606147766
noxi,046,novice,20125,805.0,7,0.6481938362121582
noxi,046,novice,20375,815.0,7,0.7711061239242554
noxi,046,expert,20125,805.0,7,0.5987298488616943
noxi,046,expert,20375,815.0,7,0.601811408996582
noxi,046,novice,20250,810.0,7,0.6887365579605103
noxi,046,novice,20500,820.0,7,0.6292908787727356
noxi,046,expert,20250,810.0,7,0.5099195837974548
noxi,046,expert,20500,820.0,7,0.42702433466911316
noxi,046,novice,20375,815.0,7,0.6990090012550354
noxi,046,novice,20625,825.0,7,0.6793271899223328
noxi,046,expert,20375,815.0,7,0.536604642868042
noxi,046,expert,20625,825.0,7,0.4748978614807129
noxi,046,novice,20500,820.0,7,0.6085687279701233
noxi,046,novice,20750,830.0,7,0.7587581872940063
noxi,046,expert,20500,820.0,7,0.4384612739086151
noxi,046,expert,20750,830.0,7,0.373026579618454
noxi,046,novice,20625,825.0,7,0.6106222867965698
noxi,046,novice,20875,835.0,7,0.7801239490509033
noxi,046,expert,20625,825.0,7,0.5415992736816406
noxi,046,expert,20875,835.0,7,0.33128684759140015
noxi,046,novice,20750,830.0,7,0.6826011538505554
noxi,046,novice,21000,840.0,7,0.7274020314216614
noxi,046,expert,20750,830.0,7,0.5004952549934387
noxi,046,expert,21000,840.0,7,0.3571985065937042
noxi,046,novice,20875,835.0,7,0.6565495729446411
noxi,046,novice,21125,845.0,7,0.7025657296180725
noxi,046,expert,20875,835.0,7,0.4052176773548126
noxi,046,expert,21125,845.0,7,0.35348108410835266
noxi,046,novice,21000,840.0,7,0.623042106628418
noxi,046,novice,21250,850.0,8,0.7528181076049805
noxi,046,expert,21000,840.0,7,0.437100350856781
noxi,046,expert,21250,850.0,8,0.5108653903007507
noxi,046,novice,21125,845.0,7,0.5941949486732483
noxi,046,novice,21375,855.0,8,0.7476803660392761
noxi,046,expert,21125,845.0,7,0.4638923406600952
noxi,046,expert,21375,855.0,8,0.34191766381263733
noxi,046,novice,21250,850.0,8,0.6352614760398865
noxi,046,novice,21500,860.0,8,0.7064716815948486
noxi,046,expert,21250,850.0,8,0.544461190700531
noxi,046,expert,21500,860.0,8,0.3415687084197998
noxi,046,novice,21375,855.0,8,0.6455718874931335
noxi,046,novice,21625,865.0,8,0.8121453523635864
noxi,046,expert,21375,855.0,8,0.5336745977401733
noxi,046,expert,21625,865.0,8,0.39454028010368347
noxi,046,novice,21500,860.0,8,0.6216580867767334
noxi,046,novice,21750,870.0,8,0.7996709942817688
noxi,046,expert,21500,860.0,8,0.45261985063552856
noxi,046,expert,21750,870.0,8,0.4237140119075775
noxi,046,novice,21625,865.0,8,0.6785029172897339
noxi,046,novice,21875,875.0,8,0.7445166707038879
noxi,046,expert,21625,865.0,8,0.5106949806213379
noxi,046,expert,21875,875.0,8,0.32582446932792664
noxi,046,novice,21750,870.0,8,0.6794677376747131
noxi,046,novice,22000,880.0,8,0.7581772208213806
noxi,046,expert,21750,870.0,8,0.5027965903282166
noxi,046,expert,22000,880.0,8,0.31472304463386536
noxi,046,novice,21875,875.0,8,0.6434521675109863
noxi,046,novice,22125,885.0,8,0.7517382502555847
noxi,046,expert,21875,875.0,8,0.3961282968521118
noxi,046,expert,22125,885.0,8,0.4401952922344208
noxi,046,novice,22000,880.0,8,0.6466484665870667
noxi,046,novice,22250,890.0,8,0.717902660369873
noxi,046,expert,22000,880.0,8,0.4651245176792145
noxi,046,expert,22250,890.0,8,0.3395734429359436
noxi,046,novice,22125,885.0,8,0.6638439893722534
noxi,046,novice,22375,895.0,8,0.7763702869415283
noxi,046,expert,22125,885.0,8,0.5474259853363037
noxi,046,expert,22375,895.0,8,0.40648239850997925
noxi,046,novice,22250,890.0,8,0.6017168760299683
noxi,046,novice,22500,900.0,8,0.7995661497116089
noxi,046,expert,22250,890.0,8,0.42822250723838806
noxi,046,expert,22500,900.0,8,0.31670162081718445
noxi,046,novice,22375,895.0,8,0.6690993309020996
noxi,046,novice,22625,905.0,8,0.7537170052528381
noxi,046,expert,22375,895.0,8,0.5690222978591919
noxi,046,expert,22625,905.0,8,0.3373996317386627
noxi,046,novice,22500,900.0,8,0.6763603091239929
noxi,046,novice,22750,910.0,8,0.7386155724525452
noxi,046,expert,22500,900.0,8,0.49698159098625183
noxi,046,expert,22750,910.0,8,0.35778170824050903
noxi,046,novice,22625,905.0,8,0.638392448425293
noxi,046,novice,22875,915.0,8,0.7532006502151489
noxi,046,expert,22625,905.0,8,0.42423734068870544
noxi,046,expert,22875,915.0,8,0.3980168402194977
noxi,046,novice,22750,910.0,8,0.6243700981140137
noxi,046,novice,23000,920.0,8,0.724429190158844
noxi,046,expert,22750,910.0,8,0.4235372245311737
noxi,046,expert,23000,920.0,8,0.4336263835430145
noxi,046,novice,22875,915.0,8,0.6528078317642212
noxi,046,novice,23125,925.0,8,0.6135755777359009
noxi,046,expert,22875,915.0,8,0.5360036492347717
noxi,046,expert,23125,925.0,8,0.4742093086242676
noxi,046,novice,23000,920.0,8,0.6207442879676819
noxi,046,novice,23250,930.0,8,0.7348220944404602
noxi,046,expert,23000,920.0,8,0.508933424949646
noxi,046,expert,23250,930.0,8,0.3867812156677246
noxi,046,novice,23125,925.0,8,0.6164335608482361
noxi,046,novice,23375,935.0,8,0.554058313369751
noxi,046,expert,23125,925.0,8,0.5208709836006165
noxi,046,expert,23375,935.0,8,0.44560718536376953
noxi,046,novice,23250,930.0,8,0.6500481963157654
noxi,046,novice,23500,940.0,8,0.6439691185951233
noxi,046,expert,23250,930.0,8,0.5499981641769409
noxi,046,expert,23500,940.0,8,0.40600377321243286
noxi,046,novice,23375,935.0,8,0.5577893257141113
noxi,046,novice,23625,945.0,8,0.7386409044265747
noxi,046,expert,23375,935.0,8,0.5052962899208069
noxi,046,expert,23625,945.0,8,0.33575066924095154
noxi,046,novice,23500,940.0,8,0.5949029922485352
noxi,046,novice,23750,950.0,8,0.8034281730651855
noxi,046,expert,23500,940.0,8,0.4828280508518219
noxi,046,expert,23750,950.0,8,0.3446817398071289
noxi,046,novice,23625,945.0,8,0.6589776873588562
noxi,046,novice,23875,955.0,8,0.7403865456581116
noxi,046,expert,23625,945.0,8,0.4430968761444092
noxi,046,expert,23875,955.0,8,0.41287070512771606
noxi,046,novice,23750,950.0,8,0.6451284885406494
noxi,046,novice,24000,960.0,9,0.7473034262657166
noxi,046,expert,23750,950.0,8,0.4539493918418884
noxi,046,expert,24000,960.0,9,0.3340224623680115
noxi,046,novice,23875,955.0,8,0.6644707322120667
noxi,046,novice,24125,965.0,9,0.7979452610015869
noxi,046,expert,23875,955.0,8,0.5948480367660522
noxi,046,expert,24125,965.0,9,0.33212223649024963
noxi,046,novice,24000,960.0,9,0.64728182554245
noxi,046,novice,24250,970.0,9,0.6213555932044983
noxi,046,expert,24000,960.0,9,0.48586517572402954
noxi,046,expert,24250,970.0,9,0.43227145075798035
noxi,046,novice,24125,965.0,9,0.6666486263275146
noxi,046,novice,24375,975.0,9,0.7432331442832947
noxi,046,expert,24125,965.0,9,0.48657429218292236
noxi,046,expert,24375,975.0,9,0.3411247432231903
noxi,046,novice,24250,970.0,9,0.5368998050689697
noxi,046,novice,24500,980.0,9,0.7482191324234009
noxi,046,expert,24250,970.0,9,0.4839590787887573
noxi,046,expert,24500,980.0,9,0.37798431515693665
noxi,046,novice,24375,975.0,9,0.6405090689659119
noxi,046,novice,24625,985.0,9,0.7398951649665833
noxi,046,expert,24375,975.0,9,0.5135149359703064
noxi,046,expert,24625,985.0,9,0.3762742280960083
noxi,046,novice,24500,980.0,9,0.6513426899909973
noxi,046,novice,24750,990.0,9,0.7615482807159424
noxi,046,expert,24500,980.0,9,0.5272595286369324
noxi,046,expert,24750,990.0,9,0.3408970534801483
noxi,046,novice,24625,985.0,9,0.6187081933021545
noxi,046,novice,24875,995.0,9,0.7355494499206543
noxi,046,expert,24625,985.0,9,0.45413893461227417
noxi,046,expert,24875,995.0,9,0.4634121060371399
noxi,046,novice,24750,990.0,9,0.6574522852897644
noxi,046,novice,25000,1000.0,9,0.7543421983718872
noxi,046,expert,24750,990.0,9,0.4618901014328003
noxi,046,expert,25000,1000.0,9,0.36424165964126587
noxi,046,novice,24875,995.0,9,0.6559001803398132
noxi,046,novice,25125,1005.0,9,0.6743444800376892
noxi,046,expert,24875,995.0,9,0.5924378633499146
noxi,046,expert,25125,1005.0,9,0.4573081433773041
noxi,046,novice,25000,1000.0,9,0.6342160105705261
noxi,046,novice,25250,1010.0,9,0.8202947378158569
noxi,046,expert,25000,1000.0,9,0.5082350373268127
noxi,046,expert,25250,1010.0,9,0.3483550250530243
noxi,046,novice,25125,1005.0,9,0.6297405958175659
noxi,046,novice,25375,1015.0,9,0.6970330476760864
noxi,046,expert,25125,1005.0,9,0.508720338344574
noxi,046,expert,25375,1015.0,9,0.40078315138816833
noxi,046,novice,25250,1010.0,9,0.7172502875328064
noxi,046,novice,25500,1020.0,9,0.7450323104858398
noxi,046,expert,25250,1010.0,9,0.49789857864379883
noxi,046,expert,25500,1020.0,9,0.32584822177886963
noxi,046,novice,25375,1015.0,9,0.6105419397354126
noxi,046,novice,25625,1025.0,9,0.7605383992195129
noxi,046,expert,25375,1015.0,9,0.516669750213623
noxi,046,expert,25625,1025.0,9,0.30636948347091675
noxi,046,novice,25500,1020.0,9,0.6802307367324829
noxi,046,novice,25750,1030.0,9,0.7733346223831177
noxi,046,expert,25500,1020.0,9,0.4103473126888275
noxi,046,expert,25750,1030.0,9,0.3447396159172058
noxi,046,novice,25625,1025.0,9,0.6418381333351135
noxi,046,novice,25875,1035.0,9,0.7680006623268127
noxi,046,expert,25625,1025.0,9,0.4337771534919739
noxi,046,expert,25875,1035.0,9,0.3713158965110779
noxi,046,novice,25750,1030.0,9,0.6669995784759521
noxi,046,novice,26000,1040.0,9,0.7543948292732239
noxi,046,expert,25750,1030.0,9,0.5447741150856018
noxi,046,expert,26000,1040.0,9,0.308193176984787
noxi,046,novice,25875,1035.0,9,0.6238932609558105
noxi,046,novice,26125,1045.0,9,0.6895649433135986
noxi,046,expert,25875,1035.0,9,0.5017320513725281
noxi,046,expert,26125,1045.0,9,0.4649411737918854
noxi,046,novice,26000,1040.0,9,0.6202495694160461
noxi,046,novice,26250,1050.0,9,0.6629164218902588
noxi,046,expert,26000,1040.0,9,0.4738146662712097
noxi,046,expert,26250,1050.0,9,0.516760528087616
noxi,046,novice,26046,1041.84,9,0.6460974812507629
noxi,046,novice,26296,1051.84,9,0.9231777787208557
noxi,046,expert,26046,1041.84,9,0.5258023738861084
noxi,046,expert,26296,1051.84,9,0.5536618828773499
noxi,055,novice,0,0.0,0,0.7774379253387451
noxi,055,novice,250,10.0,0,0.7848262786865234
noxi,055,expert,0,0.0,0,0.5599218010902405
noxi,055,expert,250,10.0,0,0.4352554678916931
noxi,055,novice,125,5.0,0,0.6138284802436829
noxi,055,novice,375,15.0,0,0.8161608576774597
noxi,055,expert,125,5.0,0,0.5039703249931335
noxi,055,expert,375,15.0,0,0.4742511808872223
noxi,055,novice,250,10.0,0,0.7186095118522644
noxi,055,novice,500,20.0,0,0.6794203519821167
noxi,055,expert,250,10.0,0,0.564665675163269
noxi,055,expert,500,20.0,0,0.509853184223175
noxi,055,novice,375,15.0,0,0.6674387454986572
noxi,055,novice,625,25.0,0,0.5696311593055725
noxi,055,expert,375,15.0,0,0.46087485551834106
noxi,055,expert,625,25.0,0,0.4070001542568207
noxi,055,novice,500,20.0,0,0.5871328115463257
noxi,055,novice,750,30.0,0,0.6182596683502197
noxi,055,expert,500,20.0,0,0.45688900351524353
noxi,055,expert,750,30.0,0,0.37832576036453247
noxi,055,novice,625,25.0,0,0.5278797149658203
noxi,055,novice,875,35.0,0,0.6874260902404785
noxi,055,expert,625,25.0,0,0.511976420879364
noxi,055,expert,875,35.0,0,0.45631587505340576
noxi,055,novice,750,30.0,0,0.5459941625595093
noxi,055,novice,1000,40.0,0,0.647843599319458
noxi,055,expert,750,30.0,0,0.4997650384902954
noxi,055,expert,1000,40.0,0,0.43006420135498047
noxi,055,novice,875,35.0,0,0.5839418768882751
noxi,055,novice,1125,45.0,0,0.7081833481788635
noxi,055,expert,875,35.0,0,0.5427837371826172
noxi,055,expert,1125,45.0,0,0.5732381939888
noxi,055,novice,1000,40.0,0,0.5959228277206421
noxi,055,novice,1250,50.0,0,0.7404145002365112
noxi,055,expert,1000,40.0,0,0.4767865240573883
noxi,055,expert,1250,50.0,0,0.5482742190361023
noxi,055,novice,1125,45.0,0,0.5892677903175354
noxi,055,novice,1375,55.0,0,0.46809083223342896
noxi,055,expert,1125,45.0,0,0.5056988000869751
noxi,055,expert,1375,55.0,0,0.5358696579933167
noxi,055,novice,1250,50.0,0,0.5907561182975769
noxi,055,novice,1500,60.0,0,0.7550770044326782
noxi,055,expert,1250,50.0,0,0.44985008239746094
noxi,055,expert,1500,60.0,0,0.3787446916103363
noxi,055,novice,1375,55.0,0,0.4506256878376007
noxi,055,novice,1625,65.0,0,0.7162981629371643
noxi,055,expert,1375,55.0,0,0.4441993236541748
noxi,055,expert,1625,65.0,0,0.4006323218345642
noxi,055,novice,1500,60.0,0,0.661823034286499
noxi,055,novice,1750,70.0,0,0.7592646479606628
noxi,055,expert,1500,60.0,0,0.45928555727005005
noxi,055,expert,1750,70.0,0,0.34768256545066833
noxi,055,novice,1625,65.0,0,0.6313042640686035
noxi,055,novice,1875,75.0,0,0.7590586543083191
noxi,055,expert,1625,65.0,0,0.4373548626899719
noxi,055,expert,1875,75.0,0,0.38300731778144836
noxi,055,novice,1750,70.0,0,0.6546345353126526
noxi,055,novice,2000,80.0,0,0.6343929171562195
noxi,055,expert,1750,70.0,0,0.43433332443237305
noxi,055,expert,2000,80.0,0,0.47705382108688354
noxi,055,novice,1875,75.0,0,0.6286035180091858
noxi,055,novice,2125,85.0,0,0.8037382364273071
noxi,055,expert,1875,75.0,0,0.39671432971954346
noxi,055,expert,2125,85.0,0,0.327343612909317
noxi,055,novice,2000,80.0,0,0.5336725115776062
noxi,055,novice,2250,90.0,1,0.7899104952812195
noxi,055,expert,2000,80.0,0,0.45758891105651855
noxi,055,expert,2250,90.0,1,0.546116292476654
noxi,055,novice,2125,85.0,0,0.682296872138977
noxi,055,novice,2375,95.0,1,0.614389955997467
noxi,055,expert,2125,85.0,0,0.4064725935459137
noxi,055,expert,2375,95.0,1,0.43237099051475525
noxi,055,novice,2250,90.0,1,0.6620125770568848
noxi,055,novice,2500,100.0,1,0.7897782325744629
noxi,055,expert,2250,90.0,1,0.5523260235786438
noxi,055,expert,2500,100.0,1,0.45650410652160645
noxi,055,novice,2375,95.0,1,0.5124019384384155
noxi,055,novice,2625,105.0,1,0.80461585521698
noxi,055,expert,2375,95.0,1,0.5175169706344604
noxi,055,expert,2625,105.0,1,0.47573938965797424
noxi,055,novice,2500,100.0,1,0.6768847107887268
noxi,055,novice,2750,110.0,1,0.7135881781578064
noxi,055,expert,2500,100.0,1,0.442792683839798
noxi,055,expert,2750,110.0,1,0.31945234537124634
noxi,055,novice,2625,105.0,1,0.6962388157844543
noxi,055,novice,2875,115.0,1,0.6795492768287659
noxi,055,expert,2625,105.0,1,0.4508064389228821
noxi,055,expert,2875,115.0,1,0.34771424531936646
noxi,055,novice,2750,110.0,1,0.5897032022476196
noxi,055,novice,3000,120.0,1,0.7621622681617737
noxi,055,expert,2750,110.0,1,0.3739061653614044
noxi,055,expert,3000,120.0,1,0.3992101550102234
noxi,055,novice,2875,115.0,1,0.6012905240058899
noxi,055,novice,3125,125.0,1,0.7122355103492737
noxi,055,expert,2875,115.0,1,0.4588983654975891
noxi,055,expert,3125,125.0,1,0.3573341369628906
noxi,055,novice,3000,120.0,1,0.6577014327049255
noxi,055,novice,3250,130.0,1,0.7391207218170166
noxi,055,expert,3000,120.0,1,0.5285646319389343
noxi,055,expert,3250,130.0,1,0.36257481575012207
noxi,055,novice,3125,125.0,1,0.6069390773773193
noxi,055,novice,3375,135.0,1,0.7528051137924194
noxi,055,expert,3125,125.0,1,0.4203380048274994
noxi,055,expert,3375,135.0,1,0.48329660296440125
noxi,055,novice,3250,130.0,1,0.629347026348114
noxi,055,novice,3500,140.0,1,0.5948418378829956
noxi,055,expert,3250,130.0,1,0.5080193877220154
noxi,055,expert,3500,140.0,1,0.3794229030609131
noxi,055,novice,3375,135.0,1,0.6399328112602234
noxi,055,novice,3625,145.0,1,0.6929733157157898
noxi,055,expert,3375,135.0,1,0.5537095665931702
noxi,055,expert,3625,145.0,1,0.36546340584754944
noxi,055,novice,3500,140.0,1,0.5204864144325256
noxi,055,novice,3750,150.0,1,0.7521119713783264
noxi,055,expert,3500,140.0,1,0.4848881661891937
noxi,055,expert,3750,150.0,1,0.41592881083488464
noxi,055,novice,3625,145.0,1,0.5830528736114502
noxi,055,novice,3875,155.0,1,0.7302656173706055
noxi,055,expert,3625,145.0,1,0.419315367937088
noxi,055,expert,3875,155.0,1,0.3271123170852661
noxi,055,novice,3750,150.0,1,0.6526681780815125
noxi,055,novice,4000,160.0,1,0.5950722098350525
noxi,055,expert,3750,150.0,1,0.46899133920669556
noxi,055,expert,4000,160.0,1,0.3961826264858246
noxi,055,novice,3875,155.0,1,0.6368201375007629
noxi,055,novice,4125,165.0,1,0.7005673050880432
noxi,055,expert,3875,155.0,1,0.4009636640548706
noxi,055,expert,4125,165.0,1,0.2858984172344208
noxi,055,novice,4000,160.0,1,0.5740787982940674
noxi,055,novice,4250,170.0,1,0.5606171488761902
noxi,055,expert,4000,160.0,1,0.4989565908908844
noxi,055,expert,4250,170.0,1,0.3635297119617462
noxi,055,novice,4125,165.0,1,0.5860434174537659
noxi,055,novice,4375,175.0,1,0.6745651960372925
noxi,055,expert,4125,165.0,1,0.4125947058200836
noxi,055,expert,4375,175.0,1,0.5036218166351318
noxi,055,novice,4250,170.0,1,0.51885986328125
noxi,055,novice,4500,180.0,2,0.7246997356414795
noxi,055,expert,4250,170.0,1,0.43516018986701965
noxi,055,expert,4500,180.0,2,0.4779934883117676
noxi,055,novice,4375,175.0,1,0.5745280385017395
noxi,055,novice,4625,185.0,2,0.5554141998291016
noxi,055,expert,4375,175.0,1,0.5317239761352539
noxi,055,expert,4625,185.0,2,0.39818087220191956
noxi,055,novice,4500,180.0,2,0.600930392742157
noxi,055,novice,4750,190.0,2,0.5469750761985779
noxi,055,expert,4500,180.0,2,0.4980182349681854
noxi,055,expert,4750,190.0,2,0.4576411545276642
noxi,055,novice,4625,185.0,2,0.5982307195663452
noxi,055,novice,4875,195.0,2,0.7971663475036621
noxi,055,expert,4625,185.0,2,0.5310482978820801
noxi,055,expert,4875,195.0,2,0.40107786655426025
noxi,055,novice,4750,190.0,2,0.534125030040741
noxi,055,novice,5000,200.0,2,0.6782202124595642
noxi,055,expert,4750,190.0,2,0.5253845453262329
noxi,055,expert,5000,200.0,2,0.6118253469467163
noxi,055,novice,4875,195.0,2,0.6551210880279541
noxi,055,novice,5125,205.0,2,0.5359748601913452
noxi,055,expert,4875,195.0,2,0.5035631060600281
noxi,055,expert,5125,205.0,2,0.4761846661567688
noxi,055,novice,5000,200.0,2,0.5780004858970642
noxi,055,novice,5250,210.0,2,0.7512881755828857
noxi,055,expert,5000,200.0,2,0.5217545628547668
noxi,055,expert,5250,210.0,2,0.49966132640838623
noxi,055,novice,5125,205.0,2,0.43495169281959534
noxi,055,novice,5375,215.0,2,0.6773057579994202
noxi,055,expert,5125,205.0,2,0.4831829071044922
noxi,055,expert,5375,215.0,2,0.3671245574951172
noxi,055,novice,5250,210.0,2,0.6262115836143494
