epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc
1,0.8198361396789551,0.09409811819000172,0.32737206306267813,0.4673949052227487,0.14387324557963477,1,0.09409811819000172
