role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,325778,-0.09177977392977056,0.3610852511713938,0.508608278612642,-0.19175084825161465
expert,1,325778,0.020041978529538818,0.2936588749539624,0.4221772302991358,0.03036686521178448
