session_id,n_frames,class3_support,predicted_class3,precision,recall,tp,fp,fn,mean_score_true3,mean_score_not3
018,8954,436,8798,0.049556717435780856,1.0,436,8362,0,1.9598734252113796e-07,0.0027779820143264767
019,6508,0,6508,0.0,nan,0,6508,0,nan,0.014263873341799857
026,345,0,300,0.0,nan,0,300,0,nan,1.6585039266217992e-06
059,1488,1016,1479,0.6808654496281271,0.9911417322834646,1007,472,9,5.518881120964438e-05,1.8231932354709354e-06
