role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,384143,0.3829358600127321,0.5521088552445182,0.6760322675951378,0.6219220446552456
purple,social,384143,0.7232857019209665,0.5021110300071837,0.8786946128410015,0.8601041799538193
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
