group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.416993215096494,0.4939554453427881,0.6477359536817783,0.6321931272369861
overall,social,184616,0.3146791817460888,0.4175319457543026,0.5570985458439027,0.5275707414308619
