domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,uniform,combined,task,65346,0.3788822448456306,0.6923912710800967,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,uniform,combined,social,17295,0.16298902313979333,0.3952587453021104,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
