domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.1747182059530306,0.3677227499643617,0.5114747341416932,0.5372197392578306
CC,social,184616,0.10005884890791415,0.2412936143509953,0.354089284339915,0.3757204142652858
