domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,65346,0.061314093744167734,0.15689115830350828,0.09181010793701776,0.12975545557493956
CR,purple,social,17295,0.6495240727923257,0.4057257559724946,0.800811570503409,0.8414570685169124
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
