session_id,n_frames,class3_support,predicted_class3,precision,recall,tp,fp,fn,mean_score_true3,mean_score_not3
018,8954,436,4771,0.06371829805072311,0.6972477064220184,304,4467,132,1.4234502755255365e-06,0.023696935148955618
019,6508,0,6507,0.0,nan,0,6507,0,nan,0.1131658931985479
026,345,0,96,0.0,nan,0,96,0,nan,4.9655321762534915e-06
059,1488,1016,1473,0.6795655125594026,0.985236220472441,1001,472,15,0.001273792224295816,4.676149806759119e-05
