domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,shared,combined,task,215692,0.3365327587339526,0.5939070526491479,"{""all"": [0.55, 0.25, 0.2]}"
CC,shared,combined,social,184616,0.2966952027771661,0.5739264202452659,"{""all"": [0.55, 0.25, 0.2]}"
