dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.8455573952489859,0.05936941880639472,0.07584474393205899,0.8460532798363631
noxij,400748,0.7209149817911855,0.05179553267758399,0.07225728908764488,0.7275194272460926
