role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.9166044708213698,0.056619446310361254,0.07449430396936961,0.9173656317950418
expert,1,488942,0.8863622041405116,0.05591166171824716,0.07429653955945116,0.8881265218486376
