role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.4180843533831258,0.41976890707005654,0.7133672505607618,0.7092706516083617
purple,social,17295,-0.001077788415379891,0.010646262466714951,0.012572334148477339,0.007343162763804568
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
