epoch,train_loss,val_organizer_score,best_epoch,best_val_organizer_score,stale_epochs,train_seconds,val_seconds,epoch_seconds
1,3.0588836669921875,0.11721230063895544,1,0.11721230063895544,0,11.843488799000625,7.792759217001731,19.648371186020086
2,1.7816128730773926,0.19066015884580031,2,0.19066015884580031,0,11.2443978379888,7.515189371013548,18.767466618999606
3,1.6108391284942627,0.040207942708457706,2,0.19066015884580031,1,13.506165163009427,7.472656340018148,20.978967581002507
4,1.1822086572647095,0.22818617957188764,4,0.22818617957188764,0,11.709554883011151,7.468412469985196,19.186049377021845
5,1.1638904809951782,0.05971307436374162,4,0.22818617957188764,1,12.423162211984163,7.454315317008877,19.877625569992233
6,0.9144348502159119,0.12993457188136467,4,0.22818617957188764,2,12.75837710799533,7.4508845529926475,20.20939452998573
7,0.8166185021400452,0.07304689175724899,4,0.22818617957188764,3,12.59386479202658,7.490894841001136,20.084897168009775
8,0.9117628335952759,0.34806268615520797,8,0.34806268615520797,0,13.444116798986215,7.524967998004286,20.976865317992633
9,0.9384599924087524,0.042785501700544355,8,0.34806268615520797,1,11.234876300004544,7.49853345300653,18.733563552988926
10,0.8739920854568481,0.4180843533831258,10,0.4180843533831258,0,12.223923488985747,7.521119381010067,19.751709223986836
11,0.8638860583305359,0.10201404292714529,10,0.4180843533831258,1,13.619110413012095,7.485714594018646,21.104960258002393
12,0.760529637336731,0.2504772086040861,10,0.4180843533831258,2,12.240122271003202,7.4688366490008775,19.70909706701059
13,0.7979658246040344,0.1033291776121117,10,0.4180843533831258,3,12.66452154898434,7.536044593987754,20.200752803008072
14,0.7254990935325623,0.20008067298958276,10,0.4180843533831258,4,13.123725207988173,7.5325351180217694,20.656403790024342
15,0.7172891497612,0.09295594578351685,10,0.4180843533831258,5,11.359393560007447,7.5038195330125745,18.863370097009465
16,0.6398189663887024,0.2678856441113392,10,0.4180843533831258,6,12.474322355003096,7.475532778975321,19.94999778800411
