role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,801503,0.18211617341261793,0.35335623335962024,0.5634352179858076,0.5573915506242647
purple,social,790873,0.24880693487018768,0.39490894114401487,0.5084109411710579,0.5064757552729705
yellow,task,802313,0.18861740568510837,0.3682591955917952,0.583398353781803,0.632488816708691
yellow,social,792261,0.15057609370674668,0.29745842828141844,0.3887194933392263,0.4015709469480386
