domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.19442316341254,0.371844648571891,0.5146211765415143,0.5124761233610889
CC,social,184616,0.19369418138527159,0.3099528634122429,0.49231206784990633,0.4975245915846947
