domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,purple,task,104317,0.22985650405804325,0.39106116516260003,0.5483350704480348,0.5546171764908884
CC,purple,social,90804,0.16512279742465905,0.294742370602256,0.464411751349464,0.48188405797101447
CC,yellow,task,111375,0.16774351962750622,0.3633724531220428,0.4798181936046593,0.47300561167227834
CC,yellow,social,93812,0.2224493180785672,0.31570200622376005,0.5188007104274907,0.5126636251225856
