role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,384143,0.32443741492144085,0.4524979220559933,0.7526595125799418,0.7747062942706232
purple,social,384143,0.22186433770639624,0.3707645285139217,0.6681935728558754,0.7417055627721968
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
