group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,384143,0.17254249486252174,0.29884402460382503,0.6677943280970638,0.698698141056846
overall,social,384143,-0.07100295939208712,0.12401841066720498,0.27732177553421383,0.30957742299091745
