epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc
1,1.1887753307819366,0.0036227385716099854,0.5273122087818362,0.6075180643290942,0.014054062572595663,1,0.0036227385716099854
