dataset,n_frames,ccc,mae,rmse,pearson
noxi,403756,0.01549798652907795,0.44235862410523197,0.49764579098888967,0.066111251228155
noxij,247800,-0.014636547476927454,0.6657323844666101,0.7529452607298366,-0.09467773051340944
