role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,325778,0.06289161678916481,0.44969979234922974,0.53283250855452,0.18408756946734806
expert,1,325778,-0.024824846170075555,0.6049246252144426,0.6739776812327217,-0.14524525082365805
