domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,purple,task,801503,0.17976259336304348,0.3508912703991005,0.560395553074966,0.5524396040938088
CC,purple,social,790873,0.2504143654201955,0.39590645902729493,0.5118908487564149,0.512170727790682
CC,yellow,task,802313,0.19112104589419698,0.3696557969156153,0.5838009929973431,0.6306902667662122
CC,yellow,social,792261,0.14946136419775527,0.2958680356030062,0.38745754868296645,0.4027195583273694
