group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,1603816,0.18386188509185827,0.3594385394446649,0.5733297636494505,0.5915846955012296
overall,social,1583134,0.20185366751993133,0.3647641271658798,0.46716332325481535,0.45739716284281684
