group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.16558979270580831,0.3325686960994261,0.4972933431094609,0.4362929636090962
overall,social,17295,0.13979443623828497,0.19430733935299466,0.37243835034969736,0.33472101763515466
