domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,uniform,combined,task,65346,0.44548386176518645,0.7190799742906987,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,uniform,combined,social,17295,0.054834634383599375,0.14530211043654234,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
