group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.45473570530315927,0.43955050345250934,0.750702187049113,0.736265417929177
overall,social,17295,0.11335269218624613,0.18967800470657684,0.3509134596242019,0.27123446082682856
