domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,task,384143,0.07441770058504883,0.20199491514254708,0.1338342016439117,0.14768718940602849
CR,social,384143,0.4251219264224359,0.3207100281948465,0.681521358745797,0.6572838760565727
