domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,task,384143,0.5404436476083682,0.6281896437662122,0.8146315139285624,0.795089328713526
CR,social,384143,0.7780191453127555,0.4970541506370568,0.9129719567503185,0.8919074407186907
